_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.4,C0151888,M1,1,0,DisGeNET,35,Hyporeflexia,,-2.4,6.4,4.3,30244,312,61,4,6.6,3.2,38|2653|2731|55157,ACAT1|GCSH|GLDC|DARS2,-0.16,0
1,-2.4,C0235527,M1,1,0,DisGeNET,35,"Heart Failure, Right-Sided",,-2.4,9.7,4.8,30244,154,61,3,4.9,2.8,847|1431|6647,CAT|CS|SOD1,-0.16,0
1,-2.4,C0035229,M1,1,0,DisGeNET,35,Respiratory Insufficiency,,-2.4,6.3,4.2,30244,315,61,4,6.6,3.2,440|2752|11019|23395,ASNS|GLUL|LIAS|LARS2,-0.16,0
1,-2.4,C0013238,M1,1,0,DisGeNET,35,Dry Eye Syndromes,,-2.4,9.5,4.8,30244,156,61,3,4.9,2.8,38|4351|6647,ACAT1|MPI|SOD1,-0.14,0
1,-2.4,C0026837,M1,1,0,DisGeNET,35,Muscle Rigidity,,-2.4,6.2,4.2,30244,320,61,4,6.6,3.2,1431|2643|2752|6647,CS|GCH1|GLUL|SOD1,-0.14,0
1,-2.4,C0015672,M1,1,0,DisGeNET,35,Fatigue,,-2.4,3.9,3.7,30244,759,61,6,9.8,3.8,847|1431|1743|2643|6647|10352,CAT|CS|DLST|GCH1|SOD1|WARS2,-0.12,0
1,-2.3,C0403823,M1,1,0,DisGeNET,35,Asthenozoospermia,,-2.3,9.1,4.7,30244,164,61,3,4.9,2.8,1431|2597|6647,CS|GAPDH|SOD1,-0.096,0
1,-2.3,C0860207,M1,1,0,DisGeNET,35,Drug-Induced Liver Disease,,-2.3,4.6,3.8,30244,537,61,5,8.2,3.5,847|1040|4967|6647|10380,CAT|CDS1|OGDH|SOD1|BPNT1,-0.091,0
1,-2.3,C1449563,M1,1,0,DisGeNET,35,"Cardiomyopathy, Familial Idiopathic",,-2.3,3.9,3.6,30244,772,61,6,9.8,3.8,847|2597|2643|4351|6647|25828,CAT|GAPDH|GCH1|MPI|SOD1|TXN2,-0.091,0
1,-2.3,C2315100,M1,1,0,DisGeNET,35,Pediatric failure to thrive,,-2.3,9,4.6,30244,166,61,3,4.9,2.8,25821|29920|57176,MTO1|PYCR2|VARS2,-0.089,0
1,-2.3,C0037763,M1,1,0,DisGeNET,35,Spasm,,-2.3,8.6,4.5,30244,172,61,3,4.9,2.8,6647|10573|29968,SOD1|MRPL28|PSAT1,-0.048,0
1,-2.3,C0038868,M1,1,0,DisGeNET,35,Progressive supranuclear palsy,,-2.3,8.5,4.5,30244,176,61,3,4.9,2.8,2731|6647|29968,GLDC|SOD1|PSAT1,-0.027,0
1,-2.2,C0035243,M1,1,0,DisGeNET,35,Respiratory Tract Infections,,-2.2,8,4.3,30244,187,61,3,4.9,2.8,6647|54938|55157,SOD1|SARS2|DARS2,0,0
1,-2.2,C0543888,M1,1,0,DisGeNET,35,Epileptic encephalopathy,,-2.2,8,4.3,30244,187,61,3,4.9,2.8,5859|10667|57176,QARS1|FARS2|VARS2,0,0
1,-2.2,C0270612,M1,1,0,DisGeNET,35,Leukoencephalopathy,,-2.2,7.9,4.3,30244,189,61,3,4.9,2.8,10352|55157|124454,WARS2|DARS2|EARS2,0,0
1,-2.2,C0023520,M1,1,0,DisGeNET,35,Leukodystrophy,,-2.2,7.8,4.2,30244,190,61,3,4.9,2.8,29920|55157|133686,PYCR2|DARS2|NADK2,0,0
1,-2.2,C3494422,M1,1,0,DisGeNET,35,Retrognathia,,-2.2,7.8,4.2,30244,191,61,3,4.9,2.8,10667|29968|54517,FARS2|PSAT1|PUS7,0,0
1,-2.2,C0040034,M1,1,0,DisGeNET,35,Thrombocytopenia,,-2.2,4.2,3.5,30244,592,61,5,8.2,3.5,847|4351|23395|51067|54938,CAT|MPI|LARS2|YARS2|SARS2,0,0
1,-2.2,C0242422,M1,1,0,DisGeNET,35,Parkinsonian Disorders,,-2.2,5.3,3.8,30244,373,61,4,6.6,3.2,2643|2752|6647|10352,GCH1|GLUL|SOD1|WARS2,0,0
1,-2.1,C0740394,M1,1,0,DisGeNET,35,Hyperuricemia,,-2.1,7.6,4.2,30244,196,61,3,4.9,2.8,38|847|54938,ACAT1|CAT|SARS2,0,0
1,-2.1,C0018817,M1,1,0,DisGeNET,35,Atrial Septal Defects,,-2.1,5.2,3.7,30244,384,61,4,6.6,3.2,440|471|847|6647,ASNS|ATIC|CAT|SOD1,0,0
1,-2.1,C0563625,M1,1,0,DisGeNET,35,Agnosia for Pain,,-2.1,7.3,4.1,30244,204,61,3,4.9,2.8,847|2643|6647,CAT|GCH1|SOD1,0,0
1,-2.1,C0007959,M1,1,0,DisGeNET,35,Charcot-Marie-Tooth Disease,,-2.1,7.2,4,30244,208,61,3,4.9,2.8,6647|23438|51067,SOD1|HARS2|YARS2,0,0
1,-2.1,C1848207,M1,1,0,DisGeNET,35,Poor speech,,-2.1,7.2,4,30244,208,61,3,4.9,2.8,10352|25821|51116,WARS2|MTO1|MRPS2,0,0
1,-2.1,C0270824,M1,1,0,DisGeNET,35,Visual seizure,,-2.1,7.1,4,30244,209,61,3,4.9,2.8,38|847|2752,ACAT1|CAT|GLUL,0,0
1,-2.1,C0234533,M1,1,0,DisGeNET,35,Generalized seizures,,-2.1,7.1,4,30244,210,61,3,4.9,2.8,38|847|10352,ACAT1|CAT|WARS2,0,0
1,-2,C0151517,M1,1,0,DisGeNET,35,Complete atrioventricular block,,-2,4.9,3.6,30244,403,61,4,6.6,3.2,847|4351|6647|57176,CAT|MPI|SOD1|VARS2,0,0
1,-2,C0030552,M1,1,0,DisGeNET,35,Paresis,,-2,6.9,3.9,30244,216,61,3,4.9,2.8,847|6647|51067,CAT|SOD1|YARS2,0,0
1,-2,C0011884,M1,1,0,DisGeNET,35,Diabetic Retinopathy,,-2,3.8,3.3,30244,644,61,5,8.2,3.5,847|2597|2752|6647|25828,CAT|GAPDH|GLUL|SOD1|TXN2,0,0
1,-2,C0042029,M1,1,0,DisGeNET,35,Urinary tract infection,,-2,6.8,3.9,30244,219,61,3,4.9,2.8,6647|23395|29968,SOD1|LARS2|PSAT1,0,0
