Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0016054,organic acid catabolic process,19_GO:0008152 metabolic process,-4,11,6.6,30244,234,61,5,8.2,3.5,38|1743|2653|2731|2752,ACAT1|DLST|GCSH|GLDC|GLUL,-1.6,MyList
GO Biological Processes,19,GO:0046395,carboxylic acid catabolic process,19_GO:0008152 metabolic process,-4,11,6.6,30244,234,61,5,8.2,3.5,38|1743|2653|2731|2752,ACAT1|DLST|GCSH|GLDC|GLUL,-1.6,MyList
GO Biological Processes,19,GO:0008033,tRNA processing,19_GO:0008152 metabolic process,-3.8,15,7.2,30244,134,61,4,6.6,3.2,10667|25821|54517|84705,FARS2|MTO1|PUS7|GTPBP3,-1.5,MyList
Reactome Gene Sets,6,R-HSA-71406,Pyruvate metabolism and Citric Acid (TCA) cycle,,-3.7,27,8.7,30244,55,61,3,4.9,2.8,1431|1743|4967,CS|DLST|OGDH,-1.4,MyList
GO Biological Processes,19,GO:0008610,lipid biosynthetic process,19_GO:0008152 metabolic process,-3.7,5.8,5.3,30244,598,61,7,11,4.1,38|1040|2710|10380|11019|23761|54995,ACAT1|CDS1|GK|BPNT1|LIAS|PISD|OXSM,-1.4,MyList
GO Biological Processes,19,GO:0005975,carbohydrate metabolic process,19_GO:0008152 metabolic process,-3.6,6.7,5.5,30244,441,61,6,9.8,3.8,1431|2597|2710|4351|4967|64080,CS|GAPDH|GK|MPI|OGDH|RBKS,-1.2,MyList
GO Biological Processes,19,GO:0009060,aerobic respiration,19_GO:0008152 metabolic process,-3.5,12,6.4,30244,163,61,4,6.6,3.2,847|1431|1743|4967,CAT|CS|DLST|OGDH,-1.1,MyList
GO Biological Processes,19,GO:0031667,response to nutrient levels,19_GO:0050896 response to stimulus,-3.4,6.3,5.2,30244,471,61,6,9.8,3.8,38|440|847|2752|6647|25828,ACAT1|ASNS|CAT|GLUL|SOD1|TXN2,-1.1,MyList
GO Biological Processes,19,GO:0019362,pyridine nucleotide metabolic process,19_GO:0008152 metabolic process,-3.4,21,7.6,30244,71,61,3,4.9,2.8,4967|64080|133686,OGDH|RBKS|NADK2,-1.1,MyList
GO Biological Processes,19,GO:0046496,nicotinamide nucleotide metabolic process,19_GO:0008152 metabolic process,-3.4,21,7.6,30244,71,61,3,4.9,2.8,4967|64080|133686,OGDH|RBKS|NADK2,-1.1,MyList
GO Biological Processes,19,GO:0009991,response to extracellular stimulus,19_GO:0050896 response to stimulus,-3.3,5.9,5,30244,501,61,6,9.8,3.8,38|440|847|2752|6647|25828,ACAT1|ASNS|CAT|GLUL|SOD1|TXN2,-0.97,MyList
KEGG Pathway,24,hsa00983,Drug metabolism - other enzymes,,-3.2,19,7.1,30244,80,61,3,4.9,2.8,8833|10201|54963,GMPS|NME6|UCKL1,-0.93,MyList
GO Biological Processes,19,GO:0045333,cellular respiration,19_GO:0008152 metabolic process,-3.2,10,5.8,30244,195,61,4,6.6,3.2,847|1431|1743|4967,CAT|CS|DLST|OGDH,-0.88,MyList
KEGG Pathway,24,hsa01232,Nucleotide metabolism,,-3.2,17,6.8,30244,85,61,3,4.9,2.8,8833|10201|54963,GMPS|NME6|UCKL1,-0.86,MyList
GO Biological Processes,19,GO:0046486,glycerolipid metabolic process,19_GO:0008152 metabolic process,-3.1,7.1,5.1,30244,351,61,5,8.2,3.5,847|1040|2710|10380|23761,CAT|CDS1|GK|BPNT1|PISD,-0.85,MyList
GO Biological Processes,19,GO:0006400,tRNA modification,19_GO:0008152 metabolic process,-3,16,6.5,30244,94,61,3,4.9,2.8,25821|54517|84705,MTO1|PUS7|GTPBP3,-0.74,MyList
GO Biological Processes,19,GO:0006979,response to oxidative stress,19_GO:0050896 response to stimulus,-3,6.6,4.9,30244,375,61,5,8.2,3.5,847|6647|11019|25828|29920,CAT|SOD1|LIAS|TXN2|PYCR2,-0.73,MyList
GO Biological Processes,19,GO:0045017,glycerolipid biosynthetic process,19_GO:0008152 metabolic process,-3,8.9,5.3,30244,223,61,4,6.6,3.2,1040|2710|10380|23761,CDS1|GK|BPNT1|PISD,-0.68,MyList
WikiPathways,27,WP4932,7q11.23 copy number variation syndrome,,-2.9,14,6,30244,106,61,3,4.9,2.8,1743|2597|4967,DLST|GAPDH|OGDH,-0.6,MyList
Reactome Gene Sets,6,R-HSA-72306,tRNA processing,,-2.9,14,6,30244,107,61,3,4.9,2.8,25821|54517|84705,MTO1|PUS7|GTPBP3,-0.59,MyList
GO Biological Processes,19,GO:0015980,energy derivation by oxidation of organic compounds,19_GO:0008152 metabolic process,-2.7,7.5,4.8,30244,264,61,4,6.6,3.2,847|1431|1743|4967,CAT|CS|DLST|OGDH,-0.42,MyList
GO Biological Processes,19,GO:0051604,protein maturation,19_GO:0008152 metabolic process,-2.6,7,4.6,30244,283,61,4,6.6,3.2,2653|11019|23761|63929,GCSH|LIAS|PISD|XPNPEP3,-0.32,MyList
GO Biological Processes,19,GO:1901615,organic hydroxy compound metabolic process,19_GO:0008152 metabolic process,-2.6,5.2,4.2,30244,476,61,5,8.2,3.5,847|2643|2710|8566|29968,CAT|GCH1|GK|PDXK|PSAT1,-0.29,MyList
GO Biological Processes,19,GO:0009199,ribonucleoside triphosphate metabolic process,19_GO:0008152 metabolic process,-2.5,9.9,4.9,30244,150,61,3,4.9,2.8,10201|10845|54963,NME6|CLPX|UCKL1,-0.19,MyList
GO Biological Processes,19,GO:0032787,monocarboxylic acid metabolic process,19_GO:0008152 metabolic process,-2.4,4.8,3.9,30244,512,61,5,8.2,3.5,38|2597|4967|11019|54995,ACAT1|GAPDH|OGDH|LIAS|OXSM,-0.17,MyList
GO Biological Processes,19,GO:0043543,protein acylation,19_GO:0008152 metabolic process,-2.4,9.3,4.7,30244,160,61,3,4.9,2.8,1743|2752|4967,DLST|GLUL|OGDH,-0.12,MyList
GO Biological Processes,19,GO:0034284,response to monosaccharide,19_GO:0050896 response to stimulus,-2.4,9.2,4.7,30244,162,61,3,4.9,2.8,847|2752|25828,CAT|GLUL|TXN2,-0.11,MyList
Reactome Gene Sets,6,R-HSA-9609507,Protein localization,,-2.3,9.1,4.7,30244,164,61,3,4.9,2.8,847|1431|134266,CAT|CS|GRPEL2,-0.098,MyList
GO Biological Processes,19,GO:0009141,nucleoside triphosphate metabolic process,19_GO:0008152 metabolic process,-2.3,8.9,4.6,30244,167,61,3,4.9,2.8,10201|10845|54963,NME6|CLPX|UCKL1,-0.079,MyList
GO Biological Processes,19,GO:1901617,organic hydroxy compound biosynthetic process,19_GO:0008152 metabolic process,-2.3,8.6,4.5,30244,172,61,3,4.9,2.8,2643|8566|29968,GCH1|PDXK|PSAT1,-0.047,MyList
Reactome Gene Sets,6,R-HSA-1428517,The citric acid (TCA) cycle and respiratory electron transport,,-2.3,8.4,4.4,30244,178,61,3,4.9,2.8,1431|1743|4967,CS|DLST|OGDH,-0.0092,MyList
GO Biological Processes,19,GO:0009451,RNA modification,19_GO:0008152 metabolic process,-2.2,8.3,4.4,30244,179,61,3,4.9,2.8,25821|54517|84705,MTO1|PUS7|GTPBP3,-0.0058,MyList
GO Biological Processes,19,GO:0005996,monosaccharide metabolic process,19_GO:0008152 metabolic process,-2.2,7.9,4.3,30244,188,61,3,4.9,2.8,2597|4351|64080,GAPDH|MPI|RBKS,0,MyList
GO Biological Processes,19,GO:0009743,response to carbohydrate,19_GO:0050896 response to stimulus,-2.2,7.8,4.2,30244,190,61,3,4.9,2.8,847|2752|25828,CAT|GLUL|TXN2,0,MyList
Reactome Gene Sets,6,R-HSA-196854,Metabolism of vitamins and cofactors,,-2.2,7.8,4.2,30244,191,61,3,4.9,2.8,2643|8566|133686,GCH1|PDXK|NADK2,0,MyList
Reactome Gene Sets,6,R-HSA-9711123,Cellular response to chemical stress,,-2.1,7.5,4.1,30244,199,61,3,4.9,2.8,847|6647|25828,CAT|SOD1|TXN2,0,MyList
GO Biological Processes,19,GO:0046474,glycerophospholipid biosynthetic process,19_GO:0008152 metabolic process,-2.1,7.3,4.1,30244,203,61,3,4.9,2.8,1040|10380|23761,CDS1|BPNT1|PISD,0,MyList
GO Biological Processes,19,GO:0042594,response to starvation,19_GO:0050896 response to stimulus,-2.1,7.2,4,30244,208,61,3,4.9,2.8,38|440|2752,ACAT1|ASNS|GLUL,0,MyList
GO Biological Processes,19,GO:0006457,protein folding,19_GO:0009987 cellular process,-2,6.8,3.9,30244,219,61,3,4.9,2.8,3336|10845|134266,HSPE1|CLPX|GRPEL2,0,MyList
