_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.7,C0027831,M1,1,0,DisGeNET,35,Neurofibromatosis 1,,-2.7,5.7,4.4,30244,311,86,5,5.8,2.5,353|2271|3417|5226|6652,APRT|FH|IDH1|PGD|SORD,-0.38,0
1,-2.7,C1167918,M1,1,0,DisGeNET,35,Increased CSF lactate,,-2.7,12,5.5,30244,87,86,3,3.5,2,1352|57038|84340,COX10|RARS2|GFM2,-0.38,0
1,-2.7,C0151888,M1,1,0,DisGeNET,35,Hyporeflexia,,-2.7,5.6,4.4,30244,312,86,5,5.8,2.5,16|538|3735|7167|25973,AARS1|ATP7A|KARS1|TPI1|PARS2,-0.38,0
1,-2.7,C1708349,M1,1,0,DisGeNET,35,Hereditary Diffuse Gastric Cancer,,-2.7,5.6,4.4,30244,312,86,5,5.8,2.5,2023|2203|3329|64963|80324,ENO1|FBP1|HSPD1|MRPS11|PUS1,-0.38,0
1,-2.7,C0001787,M1,1,0,DisGeNET,35,"Osteoporosis, Age-Related",,-2.7,12,5.5,30244,89,86,3,3.5,2,2023|2820|7167,ENO1|GPD2|TPI1,-0.35,0
1,-2.6,C0740277,M1,1,0,DisGeNET,35,Bile duct carcinoma,,-2.6,12,5.4,30244,91,86,3,3.5,2,353|1737|3320,APRT|DLAT|HSP90AA1,-0.33,0
1,-2.6,C0020305,M1,1,0,DisGeNET,35,Hydrops Fetalis,,-2.6,11,5.4,30244,92,86,3,3.5,2,2632|6888|57038,GBE1|TALDO1|RARS2,-0.32,0
1,-2.6,C1844704,M1,1,0,DisGeNET,35,Platyspondyly,,-2.6,11,5.3,30244,93,86,3,3.5,2,538|3417|5479,ATP7A|IDH1|PPIB,-0.32,0
1,-2.6,C3887898,M1,1,0,DisGeNET,35,Infantile Spasm,,-2.6,11,5.3,30244,93,86,3,3.5,2,25973|55163|57038,PARS2|PNPO|RARS2,-0.32,0
1,-2.6,C0740394,M1,1,0,DisGeNET,35,Hyperuricemia,,-2.6,7.2,4.6,30244,196,86,4,4.7,2.3,2108|2203|3313|5723,ETFA|FBP1|HSPA9|PSPH,-0.32,0
1,-2.6,C0019348,M1,1,0,DisGeNET,35,Herpes Simplex Infections,,-2.6,3.8,3.9,30244,645,86,7,8.1,2.9,1841|2108|3313|3320|3329|5479|26227,DTYMK|ETFA|HSPA9|HSP90AA1|HSPD1|PPIB|PHGDH,-0.31,0
1,-2.6,C0238462,M1,1,0,DisGeNET,35,Medullary carcinoma of thyroid,,-2.6,5.3,4.2,30244,330,86,5,5.8,2.5,353|3313|3320|6652|22934,APRT|HSPA9|HSP90AA1|SORD|RPIA,-0.3,0
1,-2.6,C0013132,M1,1,0,DisGeNET,35,Drooling,,-2.6,11,5.3,30244,95,86,3,3.5,2,1737|84340|100528021,DLAT|GFM2|ST20-MTHFS,-0.3,0
1,-2.6,C0442874,M1,1,0,DisGeNET,35,Neuropathy,,-2.6,4.4,4,30244,483,86,6,7,2.7,16|353|3313|3320|3417|7167,AARS1|APRT|HSPA9|HSP90AA1|IDH1|TPI1,-0.3,0
1,-2.6,C0234146,M1,1,0,DisGeNET,35,Absent reflex,,-2.6,7,4.6,30244,201,86,4,4.7,2.3,16|2673|3735|79587,AARS1|GFPT1|KARS1|CARS2,-0.3,0
1,-2.6,C1836830,M1,1,0,DisGeNET,35,Developmental regression,,-2.6,5.3,4.2,30244,333,86,5,5.8,2.5,16|538|25973|79587|84340,AARS1|ATP7A|PARS2|CARS2|GFM2,-0.3,0
1,-2.6,C0041234,M1,1,0,DisGeNET,35,Chagas Disease,,-2.6,7,4.5,30244,202,86,4,4.7,2.3,3329|6723|7167|22934,HSPD1|SRM|TPI1|RPIA,-0.3,0
1,-2.6,C4025814,M1,1,0,DisGeNET,35,Abnormality of the metaphysis,,-2.6,11,5.2,30244,97,86,3,3.5,2,538|3417|6729,ATP7A|IDH1|SRP54,-0.29,0
1,-2.6,C0424230,M1,1,0,DisGeNET,35,Motor retardation,,-2.6,11,5.2,30244,98,86,3,3.5,2,1352|1737|22934,COX10|DLAT|RPIA,-0.28,0
1,-2.5,C0008354,M1,1,0,DisGeNET,35,Cholera,,-2.5,6.7,4.4,30244,209,86,4,4.7,2.3,353|2023|3320|3329,APRT|ENO1|HSP90AA1|HSPD1,-0.26,0
1,-2.5,C0036529,M1,1,0,DisGeNET,35,"Myocardial Diseases, Secondary",,-2.5,10,5.1,30244,101,86,3,3.5,2,353|2180|3329,APRT|ACSL1|HSPD1,-0.26,0
1,-2.5,C0013295,M1,1,0,DisGeNET,35,Duodenal Ulcer,,-2.5,10,5,30244,102,86,3,3.5,2,48|1841|3329,ACO1|DTYMK|HSPD1,-0.26,0
1,-2.5,C0023283,M1,1,0,DisGeNET,35,"Leishmaniasis, Cutaneous",,-2.5,10,5,30244,102,86,3,3.5,2,2271|5226|26227,FH|PGD|PHGDH,-0.26,0
1,-2.5,C0282577,M1,1,0,DisGeNET,35,Congenital Disorders of Glycosylation,,-2.5,10,5,30244,102,86,3,3.5,2,353|1738|5236,APRT|DLD|PGM1,-0.26,0
1,-2.5,C0239676,M1,1,0,DisGeNET,35,High forehead,,-2.5,6.7,4.4,30244,211,86,4,4.7,2.3,16|538|2108|25973,AARS1|ATP7A|ETFA|PARS2,-0.26,0
1,-2.5,C1332201,M1,1,0,DisGeNET,35,Adult Diffuse Large B-Cell Lymphoma,,-2.5,4.2,3.9,30244,504,86,6,7,2.7,2108|2203|3320|3417|6723|26227,ETFA|FBP1|HSP90AA1|IDH1|SRM|PHGDH,-0.25,0
1,-2.5,C0270685,M1,1,0,DisGeNET,35,Cerebral calcification,,-2.5,10,5,30244,103,86,3,3.5,2,538|10056|26227,ATP7A|FARSB|PHGDH,-0.25,0
1,-2.5,C1837142,M1,1,0,DisGeNET,35,Poor suck,,-2.5,10,5,30244,103,86,3,3.5,2,538|6888|57038,ATP7A|TALDO1|RARS2,-0.25,0
1,-2.5,C0039273,M1,1,0,DisGeNET,35,Talipes cavus,,-2.5,6.6,4.4,30244,213,86,4,4.7,2.3,16|538|3329|3735,AARS1|ATP7A|HSPD1|KARS1,-0.25,0
1,-2.5,C0598589,M1,1,0,DisGeNET,35,Inherited neuropathies,,-2.5,10,5,30244,104,86,3,3.5,2,538|3320|3735,ATP7A|HSP90AA1|KARS1,-0.25,0
1,-2.5,C0014868,M1,1,0,DisGeNET,35,Esophagitis,,-2.5,10,5,30244,105,86,3,3.5,2,538|5723|26227,ATP7A|PSPH|PHGDH,-0.24,0
1,-2.4,C3469521,M1,1,0,DisGeNET,35,"FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)",,-2.4,4.9,4,30244,359,86,5,5.8,2.5,128|2745|3320|5723|26227,ADH5|GLRX|HSP90AA1|PSPH|PHGDH,-0.21,0
1,-2.4,C0086437,M1,1,0,DisGeNET,35,Joint laxity,,-2.4,6.3,4.2,30244,224,86,4,4.7,2.3,538|2673|3376|10056,ATP7A|GFPT1|IARS1|FARSB,-0.19,0
1,-2.4,C1257931,M1,1,0,DisGeNET,35,"Mammary Neoplasms, Human",,-2.4,4,3.7,30244,527,86,6,7,2.7,353|2023|3320|6470|26227|51081,APRT|ENO1|HSP90AA1|SHMT1|PHGDH|MRPS7,-0.19,0
1,-2.4,C0040822,M1,1,0,DisGeNET,35,Tremor,,-2.4,4,3.7,30244,528,86,6,7,2.7,16|538|2271|5230|7167|25973,AARS1|ATP7A|FH|PGK1|TPI1|PARS2,-0.19,0
1,-2.4,C4525297,M1,1,0,DisGeNET,35,Stage 0 Gallbladder Cancer AJCC v8,,-2.4,4.8,3.9,30244,367,86,5,5.8,2.5,353|3320|3329|3417|5230,APRT|HSP90AA1|HSPD1|IDH1|PGK1,-0.19,0
1,-2.4,C4525300,M1,1,0,DisGeNET,35,Stage IIA Gallbladder Cancer AJCC v8,,-2.4,4.8,3.9,30244,367,86,5,5.8,2.5,353|3320|3329|3417|5230,APRT|HSP90AA1|HSPD1|IDH1|PGK1,-0.19,0
1,-2.4,C4525301,M1,1,0,DisGeNET,35,Stage IIB Gallbladder Cancer AJCC v8,,-2.4,4.8,3.9,30244,367,86,5,5.8,2.5,353|3320|3329|3417|5230,APRT|HSP90AA1|HSPD1|IDH1|PGK1,-0.19,0
1,-2.4,C4525302,M1,1,0,DisGeNET,35,Stage III Gallbladder Cancer AJCC v8,,-2.4,4.8,3.9,30244,367,86,5,5.8,2.5,353|3320|3329|3417|5230,APRT|HSP90AA1|HSPD1|IDH1|PGK1,-0.19,0
1,-2.4,C4525305,M1,1,0,DisGeNET,35,Stage IV Gallbladder Cancer AJCC v8,,-2.4,4.8,3.9,30244,367,86,5,5.8,2.5,353|3320|3329|3417|5230,APRT|HSP90AA1|HSPD1|IDH1|PGK1,-0.19,0
1,-2.4,C0040558,M1,1,0,DisGeNET,35,Toxoplasmosis,,-2.4,9.4,4.8,30244,112,86,3,3.5,2,48|3329|7167,ACO1|HSPD1|TPI1,-0.19,0
1,-2.4,C0038220,M1,1,0,DisGeNET,35,Status Epilepticus,,-2.4,4,3.7,30244,533,86,6,7,2.7,16|2271|3704|25973|55163|79587,AARS1|FH|ITPA|PARS2|PNPO|CARS2,-0.18,0
1,-2.4,C0151889,M1,1,0,DisGeNET,35,Hyperreflexia,,-2.4,3.9,3.6,30244,539,86,6,7,2.7,1352|1737|3329|3614|25973|57038,COX10|DLAT|HSPD1|IMPDH1|PARS2|RARS2,-0.16,0
1,-2.3,C0427065,M1,1,0,DisGeNET,35,Distal muscle weakness,,-2.3,9,4.6,30244,117,86,3,3.5,2,16|538|2673,AARS1|ATP7A|GFPT1,-0.14,0
1,-2.3,C4704874,M1,1,0,DisGeNET,35,"Mammary Carcinoma, Human",,-2.3,3.9,3.6,30244,545,86,6,7,2.7,353|2023|3320|6470|26227|51081,APRT|ENO1|HSP90AA1|SHMT1|PHGDH|MRPS7,-0.14,0
1,-2.3,C0023470,M1,1,0,DisGeNET,35,Myeloid Leukemia,,-2.3,4.6,3.8,30244,385,86,5,5.8,2.5,586|2235|3313|3320|3417,BCAT1|FECH|HSPA9|HSP90AA1|IDH1,-0.12,0
1,-2.3,C0521158,M1,1,0,DisGeNET,35,Recurrent tumor,,-2.3,3.3,3.4,30244,735,86,7,8.1,2.9,2098|2180|2203|3313|3320|3329|3417,ESD|ACSL1|FBP1|HSPA9|HSP90AA1|HSPD1|IDH1,-0.12,0
1,-2.3,C0278595,M1,1,0,DisGeNET,35,Adult Fibrosarcoma,,-2.3,4.5,3.7,30244,387,86,5,5.8,2.5,353|1738|3320|3329|3417,APRT|DLD|HSP90AA1|HSPD1|IDH1,-0.12,0
1,-2.3,C0022346,M1,1,0,DisGeNET,35,Icterus,,-2.3,5.8,4,30244,241,86,4,4.7,2.3,538|2108|2582|7167,ATP7A|ETFA|GALE|TPI1,-0.12,0
1,-2.3,C0014877,M1,1,0,DisGeNET,35,Esotropia,,-2.3,8.7,4.5,30244,121,86,3,3.5,2,26227|54802|100528021,PHGDH|TRIT1|ST20-MTHFS,-0.12,0
1,-2.3,C0333307,M1,1,0,DisGeNET,35,Superficial ulcer,,-2.3,5.8,4,30244,242,86,4,4.7,2.3,2023|3320|3329|7167,ENO1|HSP90AA1|HSPD1|TPI1,-0.11,0
1,-2.3,C3805574,M1,1,0,DisGeNET,35,Increased fracture rate,,-2.3,8.6,4.5,30244,123,86,3,3.5,2,538|3417|5479,ATP7A|IDH1|PPIB,-0.1,0
1,-2.3,C0282160,M1,1,0,DisGeNET,35,Aplasia Cutis Congenita,,-2.3,4.5,3.7,30244,392,86,5,5.8,2.5,3313|3320|3329|6652|27430,HSPA9|HSP90AA1|HSPD1|SORD|MAT2B,-0.1,0
1,-2.3,C0035304,M1,1,0,DisGeNET,35,Retinal Degeneration,,-2.3,8.4,4.5,30244,125,86,3,3.5,2,16|3614|25973,AARS1|IMPDH1|PARS2,-0.092,0
1,-2.3,C0013604,M1,1,0,DisGeNET,35,Edema,,-2.3,8.4,4.4,30244,126,86,3,3.5,2,2235|2632|51021,FECH|GBE1|MRPS16,-0.089,0
1,-2.3,C0220810,M1,1,0,DisGeNET,35,Congenital defects,,-2.3,8.4,4.4,30244,126,86,3,3.5,2,3320|5226|6470,HSP90AA1|PGD|SHMT1,-0.089,0
1,-2.2,C0029124,M1,1,0,DisGeNET,35,Optic Atrophy,,-2.2,3.7,3.5,30244,568,86,6,7,2.7,16|1352|2271|3614|22934|25973,AARS1|COX10|FH|IMPDH1|RPIA|PARS2,-0.087,0
1,-2.2,C4025846,M1,1,0,DisGeNET,35,Abnormality of vision,,-2.2,8.3,4.4,30244,127,86,3,3.5,2,16|7360|25973,AARS1|UGP2|PARS2,-0.083,0
1,-2.2,C0015672,M1,1,0,DisGeNET,35,Fatigue,,-2.2,3.2,3.3,30244,759,86,7,8.1,2.9,128|353|538|1737|2271|6723|55902,ADH5|APRT|ATP7A|DLAT|FH|SRM|ACSS2,-0.074,0
1,-2.2,C0079924,M1,1,0,DisGeNET,35,Oligohydramnios,,-2.2,8.2,4.4,30244,129,86,3,3.5,2,3313|6888|10056,HSPA9|TALDO1|FARSB,-0.07,0
1,-2.2,C0018939,M1,1,0,DisGeNET,35,Hematological Disease,,-2.2,5.5,3.9,30244,255,86,4,4.7,2.3,2108|3313|3376|3417,ETFA|HSPA9|IARS1|IDH1,-0.066,0
1,-2.2,C0020433,M1,1,0,DisGeNET,35,Hyperbilirubinemia,,-2.2,8.1,4.3,30244,131,86,3,3.5,2,2271|3704|5230,FH|ITPA|PGK1,-0.057,0
1,-2.2,C0476273,M1,1,0,DisGeNET,35,Respiratory distress,,-2.2,5.4,3.8,30244,259,86,4,4.7,2.3,1352|2108|2203|6729,COX10|ETFA|FBP1|SRP54,-0.05,0
1,-2.2,C1449563,M1,1,0,DisGeNET,35,"Cardiomyopathy, Familial Idiopathic",,-2.2,3.2,3.3,30244,772,86,7,8.1,2.9,2023|2632|3313|3320|3417|5236|55163,ENO1|GBE1|HSPA9|HSP90AA1|IDH1|PGM1|PNPO,-0.05,0
1,-2.2,C0205645,M1,1,0,DisGeNET,35,"Adenocarcinoma, Tubular",,-2.2,7.9,4.3,30244,133,86,3,3.5,2,2023|2098|3329,ENO1|ESD|HSPD1,-0.049,0
1,-2.2,C0016057,M1,1,0,DisGeNET,35,Fibrosarcoma,,-2.2,4.3,3.6,30244,413,86,5,5.8,2.5,353|1738|3320|3329|3417,APRT|DLD|HSP90AA1|HSPD1|IDH1,-0.049,0
1,-2.2,C0038436,M1,1,0,DisGeNET,35,Post-Traumatic Stress Disorder,,-2.2,4.2,3.5,30244,417,86,5,5.8,2.5,2108|3320|4357|6723|54802,ETFA|HSP90AA1|MPST|SRM|TRIT1,-0.035,0
1,-2.2,C0040034,M1,1,0,DisGeNET,35,Thrombocytopenia,,-2.2,3.6,3.4,30244,592,86,6,7,2.7,538|2582|3704|6729|6888|26227,ATP7A|GALE|ITPA|SRP54|TALDO1|PHGDH,-0.033,0
1,-2.2,C1854114,M1,1,0,DisGeNET,35,Short nose,,-2.2,5.3,3.8,30244,265,86,4,4.7,2.3,158|3313|25973|80324,ADSL|HSPA9|PARS2|PUS1,-0.029,0
1,-2.2,C0008370,M1,1,0,DisGeNET,35,Cholestasis,,-2.2,4.2,3.5,30244,420,86,5,5.8,2.5,128|586|1737|2271|10056,ADH5|BCAT1|DLAT|FH|FARSB,-0.029,0
1,-2.1,C0158731,M1,1,0,DisGeNET,35,Congenital pectus carinatum,,-2.1,7.6,4.2,30244,138,86,3,3.5,2,538|5479|6729,ATP7A|PPIB|SRP54,-0.02,0
1,-2.1,C0153452,M1,1,0,DisGeNET,35,Malignant neoplasm of gallbladder,,-2.1,4.1,3.5,30244,425,86,5,5.8,2.5,353|3320|3329|3417|5230,APRT|HSP90AA1|HSPD1|IDH1|PGK1,-0.014,0
1,-2.1,C4552766,M1,1,0,DisGeNET,35,Miscarriage,,-2.1,4.1,3.5,30244,426,86,5,5.8,2.5,353|2023|3329|5226|5236,APRT|ENO1|HSPD1|PGD|PGM1,-0.011,0
1,-2.1,C4552810,M1,1,0,DisGeNET,35,"Irritability, CTCAE",,-2.1,7.5,4.1,30244,140,86,3,3.5,2,2203|3704|26227,FBP1|ITPA|PHGDH,-0.008,0
1,-2.1,C1842981,M1,1,0,DisGeNET,35,NEUROTICISM,,-2.1,7.5,4.1,30244,141,86,3,3.5,2,158|538|4482,ADSL|ATP7A|MSRA,-0.0012,0
1,-2.1,C0022107,M1,1,0,DisGeNET,35,Irritable Mood,,-2.1,7.4,4.1,30244,142,86,3,3.5,2,2203|3704|26227,FBP1|ITPA|PHGDH,0,0
1,-2.1,C0270846,M1,1,0,DisGeNET,35,Epileptic drop attack,,-2.1,7.4,4.1,30244,143,86,3,3.5,2,538|26227|100528021,ATP7A|PHGDH|ST20-MTHFS,0,0
1,-2.1,C3241937,M1,1,0,DisGeNET,35,Nonalcoholic Steatohepatitis,,-2.1,4.1,3.4,30244,434,86,5,5.8,2.5,48|586|5723|6470|25813,ACO1|BCAT1|PSPH|SHMT1|SAMM50,0,0
1,-2.1,C0085413,M1,1,0,DisGeNET,35,"Polycystic Kidney, Autosomal Dominant",,-2.1,5,3.6,30244,280,86,4,4.7,2.3,353|2108|3320|5226,APRT|ETFA|HSP90AA1|PGD,0,0
1,-2.1,C2700617,M1,1,0,DisGeNET,35,Irritation - emotion,,-2.1,7.2,4,30244,147,86,3,3.5,2,2203|3704|26227,FBP1|ITPA|PHGDH,0,0
1,-2.1,C0024433,M1,1,0,DisGeNET,35,Macrostomia,,-2.1,7.1,4,30244,148,86,3,3.5,2,158|5723|6888,ADSL|PSPH|TALDO1,0,0
1,-2.1,C0205698,M1,1,0,DisGeNET,35,Undifferentiated carcinoma,,-2.1,5,3.6,30244,283,86,4,4.7,2.3,2023|2180|3320|3417,ENO1|ACSL1|HSP90AA1|IDH1,0,0
1,-2,C0003872,M1,1,0,DisGeNET,35,"Arthritis, Psoriatic",,-2,3.9,3.3,30244,450,86,5,5.8,2.5,353|1737|2108|3329|5236,APRT|DLAT|ETFA|HSPD1|PGM1,0,0
1,-2,C0684276,M1,1,0,DisGeNET,35,Hypsarrhythmia,,-2,6.9,3.9,30244,152,86,3,3.5,2,16|25973|26227,AARS1|PARS2|PHGDH,0,0
1,-2,C0027126,M1,1,0,DisGeNET,35,Myotonic Dystrophy,,-2,6.8,3.9,30244,155,86,3,3.5,2,5018|5226|5723,OXA1L|PGD|PSPH,0,0
